unit_id,outcome_id,type,label,url,scope,class_id
u29,r1,video,"Faces, Edges and Vertices of a Rectangular Prism | Math with Mr. J",https://www.youtube.com/watch?v=bQBCcWRIHHg,global,
u29,r1,video,"Faces, Edges and Vertices of a Square Pyramid | Math with Mr. J",https://www.youtube.com/watch?v=60guabFsA_c,global,
u29,r1,video,3D Figures - Prisms and Pyramids | Miacademy,https://www.youtube.com/watch?v=S5hfJi5TkFM,global,
u29,r1,worksheet,Corbettmaths — Properties of 3D Shapes (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/3d-shapes-pdf.pdf,global,
u29,r2,video,Prisms and Pyramids: Types of Prism and Pyramid | TutWay,https://www.youtube.com/watch?v=_QA53bHD9p4,global,
u29,r2,video,Identifying Prisms and Pyramids | ExampleSquare,https://www.youtube.com/watch?v=JmJpZlj-wPQ,global,
u29,r2,video,"Faces, Edges and Vertices of a Hexagonal Pyramid | Math with Mr. J",https://www.youtube.com/watch?v=Pb_4BZK4oiU,global,
u29,r2,worksheet,Corbettmaths — Properties of 3D Shapes (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/3d-shapes-pdf.pdf,global,
u29,r3,video,Place Value to the Thousandths | Miacademy,https://www.youtube.com/watch?v=BsZJGMRWEK0,global,
u29,r3,video,Finding the Value of the Underlined Digit (Decimal Place Value) | Math with Mr. J,https://www.youtube.com/watch?v=2xGzQXn3WUQ,global,
u29,r3,video,Expanded Form with Decimals | Math with Mr. J,https://www.youtube.com/watch?v=GX8o-S6Vxig,global,
u29,r3,worksheet,Corbettmaths — Place Value (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/place-value-pdf.pdf,global,
u29,r4,video,Converting Metric Units for Capacity | Corbettmaths,https://www.youtube.com/watch?v=zGBN0ofKYpQ,global,
u29,r4,video,Measuring Capacity: Millilitres and Litres | Trinity Primary,https://www.youtube.com/watch?v=yxnJh4Jbclo,global,
u29,r4,worksheet,Corbettmaths — Metric Units (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/metric-units-pdf.pdf,global,
u29,y1,video,What's a Net? | Math with Mr. J,https://www.youtube.com/watch?v=HBSLrN9LWBA,global,
u29,y1,video,Make Your Own 3D Shapes from Nets! (build demo) | Becky Seres,https://www.youtube.com/watch?v=zPGbFJLzj5c,global,
u29,y1,worksheet,"Corbettmaths — Nets (PDF, print and fold)",https://corbettmaths.com/wp-content/uploads/2013/02/nets-pdf1.pdf,global,
u29,y2,video,Views and Elevations (technique demo) | Corbettmaths,https://www.youtube.com/watch?v=BnwoipoGWJ8,global,
u29,y2,video,Plans and Elevations | Minity Maths,https://www.youtube.com/watch?v=ITt37h7GeJY,global,
u29,y2,worksheet,Corbettmaths — Views and Elevations (PDF),https://corbettmaths.com/wp-content/uploads/2015/03/views.pdf,global,
u29,y3,video,Make Your Own 3D Shapes from Nets! (build demo) | Becky Seres,https://www.youtube.com/watch?v=zPGbFJLzj5c,global,
u29,y3,video,What's a Net? (nets to solids) | Math with Mr. J,https://www.youtube.com/watch?v=HBSLrN9LWBA,global,
u29,y3,worksheet,"Corbettmaths — Nets (PDF, print, cut and build)",https://corbettmaths.com/wp-content/uploads/2013/02/nets-pdf1.pdf,global,
u29,y4,video,How to Measure Capacity (for Children) | Bodhaguru,https://www.youtube.com/watch?v=wXTG04MxB-E,global,
